identifier,handle,file_name,url,mtime,size,md5,sha1
austinchronicle-2022,AustinChronicle,austinchronicle-2022-08-05T07:20:36.407450-05:00.wayback.json,https://archive.org/download/austinchronicle-2022/austinchronicle-2022-08-05T07:20:36.407450-05:00.wayback.json,2022-08-05 12:20:53,46502,68c1e04eca8de46a167cffdafdcc07a5,0bc236740c72f2e61d77783ac9c2d1f947693f96
austinvida-2022,AustinVida,austinvida-2022-08-05T07:20:51.306611-05:00.wayback.json,https://archive.org/download/austinvida-2022/austinvida-2022-08-05T07:20:51.306611-05:00.wayback.json,2022-08-05 12:21:08,12983,16fd4e09c88461dde646b6d5a200cd8f,ec62d8375191cd72f9792822eab6460b6fbe685f
avlwatchdog-2022,AvlWatchdog,avlwatchdog-2022-08-05T08:21:55.752460-04:00.wayback.json,https://archive.org/download/avlwatchdog-2022/avlwatchdog-2022-08-05T08:21:55.752460-04:00.wayback.json,2022-08-05 12:22:08,17195,a41b7333d6fc2a11fd4a5330a219192c,aa5a35259fac46f5f7044e96cea86c167dca26a6
bfmtv-2022,BFMTV,bfmtv-2022-08-05T10:11:55.617230+02:00.wayback.json,https://archive.org/download/bfmtv-2022/bfmtv-2022-08-05T10:11:55.617230+02:00.wayback.json,2022-08-05 08:12:02,26780,c7797f0cd5478c9e83fe3d6ec4bc0f6c,6ad21366f0c3717c0415a24696e857614c2ea078
bfmtv-2022,BFMTV,bfmtv-2022-08-05T14:22:07.277948+02:00.wayback.json,https://archive.org/download/bfmtv-2022/bfmtv-2022-08-05T14:22:07.277948+02:00.wayback.json,2022-08-05 12:22:17,28245,234c0c0fe5ac6c75d9b27338dc00c439,c962c3b1befe2a876769c7131a0b619fa2d15a71
binjreports-2022,BINJreports,binjreports-2022-08-05T08:22:27.005831-04:00.wayback.json,https://archive.org/download/binjreports-2022/binjreports-2022-08-05T08:22:27.005831-04:00.wayback.json,2022-08-05 12:22:46,16922,b3b9d3390b1439f7c2a894651a532514,2e1dea1be2809cb0b4db75a65d33e59e31420f7b
blaw-2022,BLaw,blaw-2022-08-05T08:22:07.838782-04:00.wayback.json,https://archive.org/download/blaw-2022/blaw-2022-08-05T08:22:07.838782-04:00.wayback.json,2022-08-05 12:22:19,30153,d17c576fd953c3696e784b9ba0d90f0c,6f3b2307fb152949e0d52b56124fec0f83022d23
bakersfieldcali-2022,Bakersfieldcali,bakersfieldcali-2022-08-05T05:21:04.677028-07:00.wayback.json,https://archive.org/download/bakersfieldcali-2022/bakersfieldcali-2022-08-05T05:21:04.677028-07:00.wayback.json,2022-08-05 12:21:19,135067,66b5589fcc06b23de8234a5236549cdd,af91b7a54343f02d8fdc0fa83e64fd976f51c75f
baltbizonline-2022,BaltBizOnline,baltbizonline-2022-08-05T08:20:50.090650-04:00.wayback.json,https://archive.org/download/baltbizonline-2022/baltbizonline-2022-08-05T08:20:50.090650-04:00.wayback.json,2022-08-05 12:21:11,631084,a11807afbcb2a0634357072497639088,9c4154fbc2d27d8c1583b7066130d3fd4de486da
baltimorebanner-2022,BaltimoreBanner,baltimorebanner-2022-08-05T08:21:14.282980-04:00.wayback.json,https://archive.org/download/baltimorebanner-2022/baltimorebanner-2022-08-05T08:21:14.282980-04:00.wayback.json,2022-08-05 12:21:24,39333,90632041789fff077a656e285e868e3b,9676ad091cce8fabb788ebec442503a2c162b553
